customer_ID,business_category
96663,Tourist information center
96664,Library
96665,Real estate agent
96666,Sports activity location
96667,Entertainment business
96668,Professional service
96669,Real estate agent
96670,Health and construction business
96671,Self storage
96672,Travel agency
96673,Lodging business
96674,Automotive business
96675,Internet cafe
96676,Food establishment
96677,Sports activity location
96678,Tourist information center
96679,Travel agency
96680,Tourist information center
96681,Employment agency
96682,Store
96683,Emergency services
96684,Automotive business
96685,Employment agency
96686,Financial service
96687,Real estate agent
96688,Real estate agent
96689,Library
96690,Real estate agent
96691,Emergency services
96692,Animal shelter
96693,Entertainment business
96694,Emergency services
96695,Travel agency
96696,Food establishment
96697,Medical organization
96698,Shopping center
96699,Shopping center
96700,Professional service
96701,Child care
96702,Store
96703,Lodging business
96704,Sports activity location
96705,Food establishment
96706,Television station
96707,Financial service
96708,Shopping center
96709,Health and construction business
96710,Travel agency
96711,Animal shelter
96712,Dry cleaning or laundry
96713,Medical organization
96714,Tourist information center
96715,Employment agency
96716,Government office
96717,Television station
96718,Emergency services
96719,Shopping center
96720,Television station
96721,Automotive business
96722,Animal shelter
96723,Entertainment business
96724,Self storage
96725,Government office
96726,Automotive business
96727,Self storage
96728,Financial service
96729,Financial service
96730,Dry cleaning or laundry
96731,Store
96732,Real estate agent
96733,Animal shelter
96734,Entertainment business
96735,Animal shelter
96736,Internet cafe
96737,Television station
96738,Child care
96739,Self storage
96740,Child care
96741,Employment agency
96742,Self storage
96743,Entertainment business
96744,Shopping center
96745,Medical organization
96746,Library
96747,Lodging business
96748,Television station
96749,Child care
96750,Automotive business
96751,Internet cafe
96752,Real estate agent
96753,Medical organization
96754,Dry cleaning or laundry
96755,Financial service
96756,Animal shelter
96757,Tourist information center
96758,Medical organization
96759,Medical organization
96760,Emergency services
96761,Medical organization
96762,Medical organization
96763,Real estate agent
96764,Employment agency
96765,Financial service
96766,Sports activity location
96767,Employment agency
96768,Real estate agent
96769,Emergency services
96770,Television station
96771,Food establishment
96772,Entertainment business
96773,Travel agency
96774,Employment agency
96775,Emergency services
96776,Emergency services
96777,Television station
96778,Emergency services
96779,Financial service
96780,Animal shelter
96781,Travel agency
96782,Self storage
96783,Lodging business
96784,Entertainment business
96785,Lodging business
96786,Tourist information center
96787,Professional service
96788,Tourist information center
96789,Financial service
96790,Shopping center
96791,Store
96792,Tourist information center
96793,Real estate agent
96794,Automotive business
96795,Employment agency
96796,Internet cafe
96797,Real estate agent
96798,Health and construction business
96799,Employment agency
96800,Financial service
96801,Internet cafe
96802,Professional service
96803,Animal shelter
96804,Travel agency
96805,Sports activity location
96806,Medical organization
96807,Food establishment
96808,Automotive business
96809,Employment agency
96810,Medical organization
96811,Store
96812,Entertainment business
96813,Travel agency
96814,Internet cafe
96815,Television station
96816,Library
96817,Automotive business
96818,Lodging business
96819,Library
96820,Shopping center
96821,Store
96822,Financial service
96823,Entertainment business
96824,Health and construction business
96825,Lodging business
96826,Financial service
96827,Entertainment business
96828,Health and construction business
96829,Entertainment business
96830,Library
96831,Government office
96832,Government office
96833,Financial service
96834,Professional service
96835,Health and construction business
96836,Employment agency
96837,Financial service
96838,Child care
96839,Library
96840,Internet cafe
96841,Animal shelter
96842,Food establishment
96843,Animal shelter
96844,Automotive business
96845,Financial service
96846,Health and construction business
96847,Health and construction business
96848,Lodging business
96849,Government office
96850,Store
96851,Internet cafe
96852,Animal shelter
96853,Sports activity location
96854,Self storage
96855,Television station
96856,Self storage
96857,Lodging business
96858,Sports activity location
96859,Health and construction business
96860,Financial service
96861,Employment agency
96862,Food establishment
96863,Government office
96864,Self storage
96865,Lodging business
96866,Lodging business
96867,Food establishment
96868,Professional service
96869,Library
96870,Real estate agent
96871,Dry cleaning or laundry
96872,Self storage
96873,Library
96874,Library
96875,Store
96876,Television station
96877,Animal shelter
96878,Travel agency
96879,Food establishment
96880,Government office
96881,Dry cleaning or laundry
96882,Employment agency
96883,Entertainment business
96884,Professional service
96885,Government office
96886,Government office
96887,Entertainment business
96888,Automotive business
96889,Dry cleaning or laundry
96890,Animal shelter
96891,Library
96892,Travel agency
96893,Lodging business
96894,Travel agency
96895,Dry cleaning or laundry
96896,Food establishment
96897,Food establishment
96898,Financial service
96899,Financial service
96900,Automotive business
96901,Automotive business
96902,Emergency services
96903,Employment agency
96904,Employment agency
96905,Animal shelter
96906,Lodging business
96907,Library
96908,Automotive business
96909,Health and construction business
96910,Internet cafe
96911,Store
96912,Lodging business
96913,Health and construction business
96914,Emergency services
96915,Self storage
96916,Library
96917,Animal shelter
96918,Automotive business
96919,Financial service
96920,Animal shelter
96921,Store
96922,Real estate agent
96923,Medical organization
96924,Employment agency
96925,Television station
96926,Animal shelter
96927,Television station
96928,Sports activity location
96929,Entertainment business
96930,Tourist information center
96931,Dry cleaning or laundry
96932,Entertainment business
96933,Store
96934,Self storage
96935,Shopping center
96936,Library
96937,Store
96938,Professional service
96939,Emergency services
96940,Lodging business
96941,Medical organization
96942,Real estate agent
96943,Professional service
96944,Employment agency
96945,Internet cafe
96946,Library
96947,Tourist information center
96948,Tourist information center
96949,Financial service
96950,Financial service
96951,Real estate agent
96952,Health and construction business
96953,Travel agency
96954,Health and construction business
96955,Tourist information center
96956,Health and construction business
96957,Entertainment business
96958,Internet cafe
96959,Dry cleaning or laundry
